no	year	d_or_f	rank	title	author	translator	label	score
0263	2001年	海外篇	10位	『過ぎ去りし日々の光(上・下)』	A・C・クラーク、S・バクスター	冬川亘訳	ハヤカワ文庫SF	024点
0264	2001年	海外篇	11位	『ノービットの冒険―ゆきて帰りし物語』	パット・マーフィー	浅倉久志訳	ハヤカワ文庫SF	020点
0265	2001年	海外篇	12位	『ヴァンパイア・ジャンクション』	S・P・ソムトウ	金子浩訳	創元推理文庫	019点
0266	2001年	海外篇	13位	『スーパートイズ』	ブライアン・オールディス	中俣真知子訳	竹書房文庫	017点
0267	2001年	海外篇	13位	『世界の終わりの物語』	パトリシア・ハイスミス	渋谷比佐子訳	扶桑社	017点
0268	2001年	海外篇	15位	『変革への序章(上・下)』	デイヴィッド・ブリン	酒井昭伸訳	ハヤカワ文庫SF	015点
0269	2001年	海外篇	16位	『ナボコフ短篇全集(全2巻)』	ウラジーミル・ナボコフ	諫早勇一、他訳	作品社	014点
0270	2001年	海外篇	17位	『キング・ラット』	チャイナ・ミーヴィル	村井智之訳	アーティストハウス	013点
0271	2001年	海外篇	17位	『バラヤー内乱』	ロイス・マクマスター・ビジョルド	小木曽絢子訳	創元SF文庫	013点
0272	2001年	海外篇	19位	『エンダーの子どもたち(上・下)』	オースン・スコット・カード	田中一江訳	ハヤカワ文庫SF	011点
0273	2001年	海外篇	19位	『スパイダー・ワールド 賢者の塔』	コリン・ウィルソン	小森健太朗訳	講談社ノベルズ	011点
0274	2002年	国内篇	01位	『太陽の簒奪者』	野尻抱介		ハヤカワSFシリーズ Jコレクション	148点
0275	2002年	国内篇	02位	『グラン・ヴァカンス 廃園の天使I』	飛浩隆		ハヤカワSFシリーズ Jコレクション	110点
0276	2002年	国内篇	03位	『海を見る人』	小林泰三		ハヤカワSFシリーズ Jコレクション	089点
0277	2002年	国内篇	04位	『アラビアの夜の種族』	古川日出男		角川書店	080点
0278	2002年	国内篇	05位	『あしたのロボット』	瀬名秀明		文藝春秋	048点
0279	2002年	国内篇	06位	『ウロボロスの波動』	林譲治		ハヤカワSFシリーズ Jコレクション	040点
0280	2002年	国内篇	07位	『サムライ・レンズマン』	古橋秀之		徳間デュアル文庫	030点
0281	2002年	国内篇	08位	『傀儡后』	牧野修		ハヤカワSFシリーズ Jコレクション	025点
0282	2002年	国内篇	08位	『聚楽 太閤の練金窟』	宇月原晴明		新潮社	025点
0283	2002年	国内篇	08位	『どーなつ』	北野勇作		ハヤカワSFシリーズ Jコレクション	025点
0284	2002年	国内篇	11位	『妻の帝国』	佐藤哲也		ハヤカワSFシリーズ Jコレクション	022点
0285	2002年	国内篇	12位	『竜とわれらの時代』	川端裕人		徳間書店	018点
0286	2002年	国内篇	13位	『アイオーン』	高野史緒		ハヤカワSFシリーズ Jコレクション	016点
0287	2002年	国内篇	14位	『クロニカ 太陽と死者の記録』	粕谷知世		新潮社	015点
0288	2002年	国内篇	14位	『五人姉妹』	菅浩江		早川書房	015点
0289	2002年	国内篇	16位	『中国科学幻想文学館(上・下)』	武田雅哉、林久之		大修館書店	014点
0290	2002年	国内篇	16位	『星の、バベル(上・下)』	新城カズマ		ハルキ文庫	014点
0291	2002年	国内篇	18位	『マーブル騒動記』	井上剛		徳間書店	013点
0292	2002年	国内篇	18位	『ロミオとロミオは永遠に』	恩田陸		ハヤカワSFシリーズ Jコレクション	013点
0293	2002年	国内篇	20位	『シャドウ・オーキッド』	柾悟郎		コアマガジン	012点
0294	2002年	海外篇	01位	『航路(上・下)』	コニー・ウィリス	大森望訳	ソニー・マガジンズ	134点
0295	2002年	海外篇	02位	『ダイヤモンド・エイジ』	ニール・スティーヴンスン	日暮雅通訳	早川書房・海外SFノヴェルズ	097点
0296	2002年	海外篇	03位	『90年代SF傑作選(上・下)』	山岸真編		ハヤカワ文庫SF	084点
0297	2002年	海外篇	04位	『最果ての銀河船団(上・下)』	ヴァーナー・ヴィンジ	中原尚哉訳	創元SF文庫	079点
0298	2002年	海外篇	05位	『イリーガル・エイリアン』	ロバート・J・ソウヤー	内田昌之訳	ハヤカワ文庫SF	074点
0299	2002年	海外篇	06位	『地球礁』	R・A・ラファティ	柳下毅一郎訳	河出書房新社	068点
0300	2002年	海外篇	07位	『グリーン・マーズ(上・下)』	キム・スタンリー・ロビンスン	大島豊訳	創元SF文庫	056点
0301	2002年	海外篇	08位	『フリーウェア』	ルーディ・ラッカー	大森望訳	ハヤカワ文庫SF	050点
0302	2002年	海外篇	09位	『デイヴィー 荒野の旅』	エドガー・パングボーン	遠藤宏昭訳	扶桑社	045点
0303	2002年	海外篇	10位	『壜の中の手記』	ジェラルド・カーシュ	西崎憲、他訳	晶文社	032点
0304	2002年	海外篇	11位	『クリプトノミコン(全4巻)』	ニール・スティーヴンスン	中原尚哉訳	ハヤカワ文庫SF	031点
0305	2002年	海外篇	12位	『さらば、愛しき鉤爪』	エリック・ガルシア	酒井昭伸訳	ヴィレッジブックス	028点
0306	2002年	海外篇	13位	『グローリアーナ』	マイケル・ムアコック	大瀧啓裕訳	創元推理文庫	023点
0307	2002年	海外篇	14位	『コカイン・ナイト』	J・G・バラード	山田和子訳	新潮社	021点
0308	2002年	海外篇	15位	『塵よりよみがえり』	レイ・ブラッドベリ	中村融訳	河出書房新社	019点
0309	2002年	海外篇	16位	『デューンへの道 公家アトレイデ(全3巻)』	ブライアン・ハーバート、ケヴィン・J・アンダースン	矢野徹訳	ハヤカワ文庫SF	014点
0310	2002年	海外篇	17位	『鳥姫伝』	バリー・ヒューガート	和爾桃子訳	ハヤカワ文庫FT	013点
0311	2002年	海外篇	18位	『ある日どこかで』	リチャード・マシスン	尾之上浩司訳	創元推理文庫	012点
0312	2002年	海外篇	18位	『狂人の太鼓』	リンド・ウォード		国書刊行会	012点
0313	2002年	海外篇	18位	『言の葉の樹』	アーシュラ・K・ル・グィン	小尾芙佐訳	ハヤカワ文庫SF	012点
0314	2002年	海外篇	18位	『ドラキュラ崩御』	キム・ニューマン	梶元靖子訳	創元推理文庫	012点
0315	2003年	国内篇	01位	『マルドゥック・スクランブル(全3巻)』	冲方丁		ハヤカワ文庫JA	353点
0316	2003年	国内篇	02位	『第六大陸(全2巻)』	小川一水		ハヤカワ文庫JA	174点
0317	2003年	国内篇	03位	『神は沈黙せず』	山本弘		角川書店	167点
0318	2003年	国内篇	04位	『忘却の船に流れは光』	田中啓文		ハヤカワSFシリーズ Jコレクション	147点
0319	2003年	国内篇	05位	『神様のパズル』	機本伸司		角川春樹事務所	140点
0320	2003年	国内篇	06位	『サウンドトラック』	古川日出男		集英社	114点
0321	2003年	国内篇	07位	『ラピスラズリ』	山尾悠子		国書刊行会	108点
0322	2003年	国内篇	08位	『イリヤの空、UFOの夏(全4巻)』	秋山瑞人		メディアワークス電撃文庫	092点
0323	2003年	国内篇	09位	『ねじの回転』	恩田陸		集英社	091点
0324	2003年	国内篇	10位	『記憶汚染』	林譲治		ハヤカワ文庫JA	072点
0325	2003年	国内篇	11位	『世界の果ての庭 ショート・ストーリーズ』	西崎憲		新潮社	071点
0326	2003年	国内篇	12位	『北野勇作どうぶつ図鑑(全6巻)』	北野勇作		ハヤカワ文庫JA	065点
0327	2003年	国内篇	12位	『天使』	佐藤亜紀		文藝春秋	065点
0328	2003年	国内篇	14位	『水晶内制度』	笙野頼子		新潮社	062点
0329	2003年	国内篇	15位	『アリス Alice in the right hemisphere』	中井拓志		角川ホラー文庫	059点
0330	2003年	国内篇	16位	『アマチャ・ズルチャ 柴刈天神前風土記』	深堀骨		ハヤカワSFシリーズ Jコレクション	057点
0331	2003年	国内篇	17位	『星の綿毛』	藤田雅矢		ハヤカワSFシリーズ Jコレクション	056点
0332	2003年	国内篇	18位	『終戦のローレライ(上・下)』	福井晴敏		講談社	055点
0333	2003年	国内篇	19位	『小指の先の天使』	神林長平		早川書房	050点
0334	2003年	国内篇	20位	『異形の惑星 系外惑星形成理論から』	井田茂		NHKブックス	044点
0335	2003年	海外篇	01位	『あなたの人生の物語』	テッド・チャン	浅倉久志、他訳	ハヤカワ文庫SF	521点
0336	2003年	海外篇	02位	『しあわせの理由』	グレッグ・イーガン	山岸真編訳	ハヤカワ文庫SF	449点
0337	2003年	海外篇	03位	『海を失った男』	シオドア・スタージョン	若島正編	晶文社ミステリ	260点
0338	2003年	海外篇	04位	《ジーリー・クロニクル(全2巻)》	スティーヴン・バクスター	小野田和子、他訳	ハヤカワ文庫SF	149点
0339	2003年	海外篇	05位	『七王国の玉座(上・下)』	ジョージ・R・R・マーティン	岡部宏之訳	早川書房	126点
0340	2003年	海外篇	06位	『カルカッタ染色体』	アミタヴ・ゴーシュ	伊藤真訳	DHC	098点
0341	2003年	海外篇	07位	『紙葉の家』	マーク・Z・ダニエレブスキー	嶋田洋一訳	ソニー・マガジンズ	096点
0342	2003年	海外篇	08位	『星海の楽園(上・下)』	デイヴィッド・ブリン	酒井昭伸訳	ハヤカワ文庫SF	095点
0343	2003年	海外篇	09位	『不在の鳥は霧の彼方へ飛ぶ』	パトリック・オリアリー	中原尚哉訳	ハヤカワ文庫SF	089点
0344	2003年	海外篇	10位	『イエスのビデオ(上・下)』	アンドレアス・エシュバッハ	平井吉夫訳	ハヤカワ文庫NV	087点
0345	2003年	海外篇	11位	『エリアーデ幻想小説全集1』	ミルチャ・エリアーデ	住谷春也編 / 直野敦、住谷春也訳	作品社	064点
0346	2003年	海外篇	12位	『凶獣リヴァイアサン(上・下)』	ジェイムズ・バイロン・ハギンズ	中村融訳	創元SF文庫 	062点
0347	2003年	海外篇	13位	『不死鳥の剣 剣と魔法の物語傑作選』	中村融編		河出文庫	060点
0348	2003年	海外篇	14位	『アースシーの風 ゲド戦記V』	アーシュラ・K・ル゠グウィン	清水真砂子訳	岩波書店	058点
0349	2003年	海外篇	15位	『ヨットクラブ』	デイヴィッド・イーリイ	白須清美訳 	晶文社ミステリ	054点
0350	2003年	海外篇	16位	『文学刑事サーズデイ・ネクスト1 ジェイン・エアを探せ!』	ジャスパー・フォード	田村源二訳	ソニー・マガジンズ	047点
0351	2003年	海外篇	17位	『サラマンダー ―無限の書―』	トマス・ウォートン	宇佐川晶子訳	早川書房	041点
0352	2003年	海外篇	18位	『鉤爪プレイバック』	エリック・ガルシア	酒井昭伸訳	ヴィレッジブックス	040点
0353	2003年	海外篇	18位	『モンスター・ドライヴイン』	ジョー・R・ランズデール	尾之上浩司訳	創元SF文庫	040点
0354	2003年	海外篇	20位	『J・G・バラードの千年王国ユーザーズガイド』	J・G・バラード	木原善彦訳	白揚社	038点
0355	2004年	国内篇	01位	『象られた力』	飛浩隆		ハヤカワ文庫JA	278点
0356	2004年	国内篇	02位	『膚の下』	神林長平		早川書房	211点
0357	2004年	国内篇	03位	『復活の地(全3巻)』	小川一水		ハヤカワ文庫JA	136点
0358	2004年	国内篇	04位	『新・地底旅行』	奥泉光		朝日新聞社	116点
0359	2004年	国内篇	05位	『からくりアンモラル』	森奈津子		ハヤカワSFシリーズ Jコレクション	112点
0360	2004年	国内篇	06位	『熱帯』	佐藤哲也		文藝春秋	095点
0361	2004年	国内篇	07位	『蹴りたい田中』	田中啓文		ハヤカワ文庫JA	094点
0362	2004年	国内篇	08位	『ロボット・オペラ』	瀬名秀明		光文社	088点
0363	2004年	国内篇	09位	『グアルディア』	仁木稔		ハヤカワSFシリーズ Jコレクション	087点
0364	2004年	国内篇	10位	『楽園の知恵 あるいはヒステリーの歴史』	牧野修		ハヤカワSFシリーズ Jコレクション	073点
0365	2004年	国内篇	11位	『沙門空海唐の国にて鬼と宴す(全4巻)』	夢枕獏		徳間書店	070点
0366	2004年	国内篇	12位	『導きの星(全4巻)』	小川一水		ハルキ文庫ヌーヴェルSFシリーズ	056点
0367	2004年	国内篇	13位	『綺譚集』	津原泰水		集英社	050点
0368	2004年	国内篇	14位	『審判の日』	山本弘		角川書店	048点
0369	2004年	国内篇	15位	『小説探偵GEDO』	桐生祐狩		ハヤカワSFシリーズ Jコレクション	046点
0370	2004年	国内篇	16位	『リピート』	乾くるみ		文藝春秋	040点
0371	2004年	国内篇	17位	『人面町四丁目』	北野勇作		角川ホラー文庫	038点
0372	2004年	国内篇	18位	『エイリアン・ベッドフェロウズ』	小谷真理		松柏社	037点
0373	2004年	国内篇	19位	『凹村戦争』	西島大介		ハヤカワSFシリーズ Jコレクション	033点
0374	2004年	国内篇	20位	『アマゾニア』	粕谷知世		中央公論新社	032点
0375	2004年	国内篇	20位	『雲雀』	佐藤亜紀		文藝春秋	032点
0376	2004年	国内篇	20位	『裸者と裸者(上・下)』	打海文三		角川書店	032点
0377	2004年	海外篇	01位	『万物理論』	グレッグ・イーガン	山岸真訳	創元SF文庫	476点
0378	2004年	海外篇	02位	『奇術師』	クリストファー・プリースト	古沢嘉通訳	ハヤカワ文庫FT プラチナ・ファンタジイ	306点
0379	2004年	海外篇	03位	『犬は勘定に入れません―あるいは、消えたヴィクトリア朝花瓶の謎』	コニー・ウィリス	大森望訳	早川書房・海外SFノヴェルズ	227点
0380	2004年	海外篇	04位	『ケルベロス第五の首』	ジーン・ウルフ	柳下毅一郎訳	国書刊行会・未来の文学	211点
0381	2004年	海外篇	05位	『ふたりジャネット』	テリー・ビッスン	中村融編訳	河出書房新社・奇想コレクション	195点
0382	2004年	海外篇	06位	『SF雑誌の歴史―パルプマガジンの饗宴』	マイク・アシュリー	牧眞司訳	東京創元社	121点
0383	2004年	海外篇	07位	『くらやみの速さはどれくらい』	エリザベス・ムーン	小尾芙佐訳	早川書房・海外SFノヴェルズ	113点
0384	2004年	海外篇	08位	『白い果実』	ジェフリー・フォード	山尾悠子、金原瑞人、谷垣暁美訳	国書刊行会	090点
0385	2004年	海外篇	09位	『夜更けのエントロピー』	ダン・シモンズ	嶋田洋一訳	河出書房新社・奇想コレクション	082点
0386	2004年	海外篇	10位	『ソラリス』	スタニスワフ・レム	沼野充義訳	国書刊行会 スタニスワフ・レム・コレクション	081点
0387	2004年	海外篇	11位	『スペシャリストの帽子』	ケリー・リンク	金子ゆき子、佐田千織訳	ハヤカワ文庫FT プラチナ・ファンタジイ	076点
0388	2004年	海外篇	12位	『パターン・レコグニション』	ウィリアム・ギブスン	浅倉久志訳	角川書店	069点
0389	2004年	海外篇	12位	『不思議のひと触れ』	シオドア・スタージョン	大森望訳	河出書房新社・奇想コレクション	069点
0390	2004年	海外篇	14位	『地球間ハイウェイ』	ロバート・リード	伊藤典夫訳	ハヤカワ文庫SF	047点
0391	2004年	海外篇	15位	『エンベディング』	イアン・ワトスン	山形浩生訳	国書刊行会・未来の文学	045点
0392	2004年	海外篇	16位	『バイティング・ザ・サン』	タニス・リー	環早苗訳	産業編集センター	043点
0393	2004年	海外篇	17位	『塵クジラの海』	ブルース・スターリング	小川隆訳	ハヤカワ文庫FT プラチナ・ファンタジイ	041点
0394	2004年	海外篇	18位	『遺伝子の使命』	ロイス・マクマスター・ビジョルド	小木曽絢子訳	創元SF文庫	040点
0395	2004年	海外篇	18位	『願い星、叶い星』	アルフレッド・ベスター	中村融編訳	河出書房新社・奇想コレクション	040点
0396	2004年	海外篇	18位	『鎮魂歌』	グレアム・ジョイス	浅倉久志訳	ハヤカワ文庫FT プラチナ・ファンタジイ	040点
0397	2005年	国内篇	01位	『老ヴォールの惑星』	小川一水		ハヤカワ文庫JA	305点
0398	2005年	国内篇	02位	『デカルトの密室』	瀬名秀明		新潮社	257点
0399	2005年	国内篇	03位	『シャングリ・ラ』	池上永一		角川書店	193点
0400	2005年	国内篇	04位	『ハイドゥナン(上・下)』	藤崎慎吾		ハヤカワSFシリーズ Jコレクション	165点
0401	2005年	国内篇	05位	『サマー/タイム/トラベラー(全2巻)』	新城カズマ		ハヤカワ文庫JA	112点
0402	2005年	国内篇	06位	『現代SF1500冊(乱闘編1975-1995 回天編1996-2005)』	大森望		太田出版	104点
0403	2005年	国内篇	07位	『パンドラ(上・下)』	谷甲州		早川書房	091点
0404	2005年	国内篇	08位	『神狩り2 リッパー』	山田正紀		徳間書店	080点
0405	2005年	国内篇	09位	『空の中』	有川浩		メディアワークス	072点
0406	2005年	国内篇	10位	『四畳半神話大系』	森見登美彦		太田出版	070点
0407	2005年	国内篇	11位	『ベルカ、吠えないのか?』	古川日出男		文藝春秋	056点
0408	2005年	国内篇	12位	『All You Need Is Kill』	桜坂洋		集英社スーパーダッシュ文庫	052点
0409	2005年	国内篇	13位	『バースト・ゾーン―爆裂地区―』	吉村萬壱		早川書房	051点
0410	2005年	国内篇	14位	『空獏』	北野勇作		ハヤカワSFシリーズ Jコレクション	049点
0411	2005年	国内篇	15位	『ラス・マンチャス通信』	平山瑞穂		新潮社	048点
0412	2005年	国内篇	16位	『ネクロポリス(上・下)』	恩田陸		朝日新聞社	047点
0413	2005年	国内篇	17位	『ある日、爆弾がおちてきて』	古橋秀之		メディアワークス電撃文庫	046点
0414	2005年	国内篇	17位	『沼地のある森を抜けて』	梨木香歩		新潮社	046点
0415	2005年	国内篇	19位	『蒲公英草紙 常野物語』	恩田陸		集英社	045点
0416	2005年	国内篇	19位	『テクノゴシック』	小谷真理		集英社	045点
0417	2005年	海外篇	01位	『ディアスポラ』	グレッグ・イーガン	山岸真訳	ハヤカワ文庫SF	437点
0418	2005年	海外篇	02位	『タフの方舟([1]禍つ星 [2]天の果実)』	ジョージ・R・R・マーティン	酒井昭伸訳	ハヤカワ文庫SF	269点
0419	2005年	海外篇	03位	『啓示空間』	アレステア・レナルズ	中原尚哉訳	ハヤカワ文庫SF	254点
0420	2005年	海外篇	04位	『どんがらがん』	アヴラム・デイヴィッドスン	殊能将之編	河出書房新社・奇想コレクション	246点
0421	2005年	海外篇	05位	『宇宙舟歌』	R・A・ラファティ	柳下毅一郎訳	国書刊行会・未来の文学	198点
0422	2005年	海外篇	06位	『アジアの岸辺』	トマス・M・ディッシュ	若島正編	国書刊行会・未来の文学	134点
0423	2005年	海外篇	07位	《ネアンデルタール・パララックス》([1]ホミニッド―原人― [2]ヒューマン―人類― [3]ハイブリッド―新種―)	ロバート・J・ソウヤー	内田昌之訳	ハヤカワ文庫SF	088点
0424	2005年	海外篇	08位	『高い城・文学エッセイ』	スタニスワフ・レム 	沼野充義、芝田文乃、井上暁子、巽孝之、加藤有子訳	国書刊行会 スタニスワフ・レム・コレクション	070点
0425	2005年	海外篇	09位	『輝く断片』	シオドア・スタージョン	大森望訳	河出書房新社・奇想コレクション	063点
0426	2005年	海外篇	09位	『太陽レンズの彼方へ―マッカンドルー航宙記』	チャールズ・シェフィールド	酒井昭伸訳	創元SF文庫	063点
0427	2005年	海外篇	11位	『反対進化』	エドモンド・ハミルトン	中村融編	創元SF文庫	062点
0428	2005年	海外篇	12位	『ヴィーナス・プラスX』	シオドア・スタージョン	大久保譲訳	国書刊行会・未来の文学	057点
0429	2005年	海外篇	13位	『火星ノンストップ ヴィンテージSFセレクション 胸踊る冒険篇』	山本弘編		早川書房	052点
0430	2005年	海外篇	13位	『マジック・キングダムで落ちぶれて』	コリイ・ドクトロウ	川副智子訳	ハヤカワ文庫SF	052点
0431	2005年	海外篇	15位	『オルタード・カーボン』	リチャード・モーガン	田口俊樹訳	アスペクト	042点
0432	2005年	海外篇	16位	『ランクマーの二剣士』	フリッツ・ライバー	浅倉久志訳	創元推理文庫	039点
0433	2005年	海外篇	17位	『影のオンブリア』	パトリシア・A・マキリップ	井辻朱美訳	ハヤカワ文庫FT プラチナ・ファンタジイ	038点
0434	2005年	海外篇	18位	『すべてのまぼろしはキンタナ・ローの海に消えた』	ジェイムズ・ティプトリー・ジュニア	浅倉久志訳	ハヤカワ文庫FT プラチナ・ファンタジイ	036点
0435	2005年	海外篇	19位	『エリアーデ幻想小説全集[3]1974-1982』	ミルチャ・エリアーデ	住谷春也訳	作品社	035点
0436	2005年	海外篇	20位	『王狼たちの戦旗(上・下)』	ジョージ・R・R・マーティン	岡部宏之訳	早川書房	031点
0437	2006年	国内篇	01位	『ラギッド・ガール 廃園の天使II』	飛浩隆		ハヤカワSFシリーズ Jコレクション	395点
0438	2006年	国内篇	02位	『アイの物語』	山本弘		角川書店	270点
0439	2006年	国内篇	03位	『天涯の砦』	小川一水		ハヤカワSFシリーズ Jコレクション	229点
0440	2006年	国内篇	04位	『日本沈没 第二部』	小松左京、谷甲州		小学館	150点
0441	2006年	国内篇	05位	『冬至草』	石黒達昌		ハヤカワSFシリーズ Jコレクション	122点
0442	2006年	国内篇	06位	『図書館戦争』	有川浩		メディアワークス	115点
0443	2006年	国内篇	07位	『安徳天皇漂海記』	宇月原晴明		中央公論新社	095点
0444	2006年	国内篇	08位	『ストリンガーの沈黙』	林譲治		ハヤカワSFシリーズ Jコレクション	085点
0445	2006年	国内篇	09位	『レフト・アローン』	藤崎慎吾		ハヤカワ文庫JA	084点
0446	2006年	国内篇	10位	『まだ見ぬ冬の悲しみも』	山本弘		ハヤカワSFシリーズ Jコレクション	066点
0447	2006年	国内篇	11位	『独白するユニバーサル横メルカトル』	平山夢明		光文社	059点
0448	2006年	国内篇	12位	『ミッション・スクール』	田中哲弥		ハヤカワ文庫JA	054点
0449	2006年	国内篇	13位	『ぼくがカンガルーに出会ったころ』	浅倉久志		国書刊行会	051点
0450	2006年	国内篇	14位	『月光とアムネジア』	牧野修		ハヤカワ文庫JA	049点
0451	2006年	国内篇	15位	『脳髄工場』	小林泰三		角川ホラー文庫	038点
0452	2006年	国内篇	16位	『第九の日』	瀬名秀明		光文社	037点
0453	2006年	国内篇	17位	『おまかせハウスの人々』	菅浩江		講談社	035点
0454	2006年	国内篇	17位	『金春屋ゴメス』	西條奈加		新潮社	035点
0455	2006年	国内篇	19位	『煌夜祭』	多崎礼		中央公論新社C☆NOVELSファンタジア	033点
0456	2006年	国内篇	20位	『SF魂』	小松左京		新潮新書	030点
0457	2006年	国内篇	20位	『きつねのはなし』	森見登美彦		新潮社	030点
0458	2006年	海外篇	01位	『デス博士の島その他の物語』	ジーン・ウルフ	浅倉久志、伊藤典夫、柳下毅一郎訳	国書刊行会・未来の文学	294点
0459	2006年	海外篇	02位	『イリアム』	ダン・シモンズ	酒井昭伸訳	早川書房	246点
0460	2006年	海外篇	03位	『シンギュラリティ・スカイ』	チャールズ・ストロス	金子浩訳	ハヤカワ文庫SF	243点
0461	2006年	海外篇	04位	『火星縦断』	ジェフリー・A・ランディス	小野田和子訳	ハヤカワ文庫SF	233点
0462	2006年	海外篇	05位	『グリュフォンの卵』	マイクル・スワンウィック	小川隆、金子浩、幹遥子訳 	ハヤカワ文庫SF	179点
0463	2006年	海外篇	06位	『グラックの卵』	ハーヴェイ・ジェイコブズ、他	浅倉久志編訳	国書刊行会・未来の文学	130点
0464	2006年	海外篇	07位	『ベータ2のバラッド』	サミュエル・R・ディレイニー、他	若島正編	国書刊行会・未来の文学	118点
0465	2006年	海外篇	08位	『移動都市』	フィリップ・リーヴ	安野玲訳	創元SF文庫	113点
0466	2006年	海外篇	09位	『遺す言葉、その他の短篇』	アイリーン・ガン	幹遥子訳	早川書房・海外SFノヴェルズ	089点
0467	2006年	海外篇	10位	『ページをめくれば』	ゼナ・ヘンダースン	安野玲、山田順子訳	河出書房新社・奇想コレクション	085点
0468	2006年	海外篇	11位	『わたしを離さないで』	カズオ・イシグロ	土屋政雄訳	早川書房	082点
0469	2006年	海外篇	12位	『なつかしく謎めいて』	アーシュラ・K・ル゠グウィン	谷垣暁美訳	河出書房新社Modern & Classic	080点
0470	2006年	海外篇	13位	『カズムシティ』	アレステア・レナルズ	中原尚哉訳	ハヤカワ文庫SF	068点
0471	2006年	海外篇	14位	『楽園への疾走』	J・G・バラード	増田まもる訳	東京創元社・海外文学セレクション	066点
0472	2006年	海外篇	15位	『メモリー(上・下)』	ロイス・マクマスター・ビジョルド	小木曽絢子訳	創元SF文庫	064点
0473	2006年	海外篇	16位	『ニュートンズ・ウェイク』	ケン・マクラウド	嶋田洋一訳	ハヤカワ文庫SF	060点
0474	2006年	海外篇	17位	《銀河ヒッチハイク・ガイド》5部作	ダグラス・アダムス	安原和見訳	河出文庫	049点
0475	2006年	海外篇	18位	『地球の静止する日―SF映画原作傑作選』	レイ・ブラッドベリ、シオドア・スタージョン、他	中村融編	創元SF文庫	047点
0476	2006年	海外篇	19位	『眠れる人の島』	エドモンド・ハミルトン	中村融編	創元SF文庫	045点
0477	2006年	海外篇	20位	『シャルビューク夫人の肖像』	ジェフリー・フォード	田中一江訳	ランダムハウス講談社	044点
0478	2007年	国内篇	01位	『虐殺器官』	伊藤計劃		ハヤカワSFシリーズ Jコレクション	332点
0479	2007年	国内篇	02位	『Self-Reference ENGINE』	円城塔		ハヤカワSFシリーズ Jコレクション	325点
0480	2007年	国内篇	03位	『沈黙のフライバイ』	野尻抱介		ハヤカワ文庫JA	219点
0481	2007年	国内篇	04位	『星新一 一〇〇一話をつくった人』	最相葉月		新潮社	195点
0482	2007年	国内篇	05位	『プリズムの瞳』	菅浩江		東京創元社	187点
0483	2007年	国内篇	06位	『時砂の王』	小川一水		ハヤカワ文庫JA	142点
0484	2007年	国内篇	07位	『マルドゥック・ヴェロシティ(全3巻)』	冲方丁		ハヤカワ文庫JA	141点
0485	2007年	国内篇	08位	『進化の設計者』	林譲治		ハヤカワSFシリーズ Jコレクション	132点
0486	2007年	国内篇	09位	『鯨の王』	藤崎慎吾		文藝春秋	102点
0487	2007年	国内篇	10位	『赤朽葉家の伝説』	桜庭一樹		東京創元社	074点
0488	2007年	国内篇	11位	『ジャン゠ジャックの自意識の場合』	樺山三英		徳間書店	052点
0489	2007年	国内篇	12位	『夜は短し歩けよ乙女』	森見登美彦		角川書店	049点
0490	2007年	国内篇	13位	『有頂天家族』	森見登美彦		幻冬舎	045点
0491	2007年	国内篇	14位	『ミサイルマン』	平山夢明		光文社	044点
0492	2007年	国内篇	15位	『人類は衰退しました』	田中ロミオ		小学館ガガガ文庫	042点
0493	2007年	国内篇	16位	『食卓にビールを6』	小林めぐみ		富士見ミステリー文庫	039点
0494	2007年	国内篇	16位	『敵は海賊・正義の眼』	神林長平		ハヤカワ文庫JA	039点
0495	2007年	国内篇	18位	『失われた町』	三崎亜記		集英社	038点
0496	2007年	国内篇	19位	『押川春浪回想譚』	横田順彌		出版芸術社・ふしぎ文学館	033点
0497	2007年	国内篇	20位	『日本SF・幼年期の終り 「世界SF全集」月報より』	早川書房編集部		早川書房	027点
0498	2007年	海外篇	01位	『双生児』	クリストファー・プリースト	古沢嘉通訳	早川書房 プラチナ・ファンタジイ	345点
0499	2007年	海外篇	02位	『ゴーレム100』	アルフレッド・ベスター	渡辺佐智江訳	国書刊行会・未来の文学	260点
0500	2007年	海外篇	03位	『ひとりっ子』	グレッグ・イーガン	山岸真編訳	ハヤカワ文庫SF	235点
0501	2007年	海外篇	04位	『輝くもの天より墜ち』	ジェイムズ・ティプトリー・ジュニア	浅倉久志訳	ハヤカワ文庫SF	217点
0502	2007年	海外篇	05位	『オリュンポス(上・下)』	ダン・シモンズ	酒井昭伸訳	早川書房・海外SFノヴェルズ	174点
0503	2007年	海外篇	06位	『擬態―カムフラージュ―』	ジョー・ホールドマン	金子司訳	早川書房・海外SFノヴェルズ	152点
0504	2007年	海外篇	07位	『老人と宇宙』	ジョン・スコルジー	内田昌之訳	ハヤカワ文庫SF	141点
0505	2007年	海外篇	08位	『マジック・フォー・ビギナーズ』	ケリー・リンク	柴田元幸訳	早川書房 プラチナ・ファンタジイ	138点
0506	2007年	海外篇	09位	『火星の長城 〈レヴェレーション・スペース1〉』	アレステア・レナルズ	中原尚哉訳	ハヤカワ文庫SF	117点
0507	2007年	海外篇	10位	『キルン・ピープル(上・下)』	デイヴィッド・ブリン	酒井昭伸訳	ハヤカワ文庫SF	109点
