no	year	d_or_f	rank	title	author	translator	label	score
0910	2017年	国内篇	12位	『フォマルハウトの三つの燭台 〈倭篇〉』	神林長平		講談社	063点
0911	2017年	国内篇	13位	『オーバーロードの街』	神林長平		朝日新聞出版	060点
0912	2017年	国内篇	14位	『行き先は特異点 年刊日本SF傑作選』	大森望、日下三蔵編		創元SF文庫	056点
0913	2017年	国内篇	14位	『世界にあけられた弾痕と、黄昏の原郷 SF・幻想文学・ゲーム論集』	岡和田晃		アトリエサード	056点
0914	2017年	国内篇	16位	『AIと人類は共存できるか?』	早瀬耕、藤井太洋、長谷敏司、吉上亮、倉田タカシ / 人工知能学会編		早川書房	048点
0915	2017年	国内篇	17位	『おそれミミズク あるいは彼岸の渡し綱』	オキシタケヒコ		講談社タイガ	043点
0916	2017年	国内篇	18位	『カブールの園』	宮内悠介		文藝春秋	040点
0917	2017年	国内篇	19位	『帝国宇宙軍1 領宙侵犯』	佐藤大輔		ハヤカワ文庫JA	038点
0918	2017年	国内篇	20位	『5まで数える』	松崎有理		筑摩書房	035点
0919	2017年	国内篇	21位	『伊藤計劃トリビュート2』	早川書房編集部編		ハヤカワ文庫JA	034点
0920	2017年	国内篇	22位	『正解するマド』	乙野四方字 / 東映アニメーション原作 / 野﨑まど脚本		ハヤカワ文庫JA	033点
0921	2017年	国内篇	23位	『大怪獣記』	北野勇作		創土社	032点
0922	2017年	国内篇	23位	『ピアリス』	萩尾望都		河出書房新社	032点
0923	2017年	国内篇	25位	『オリンポスの郵便ポスト』	藻野多摩夫		アスキー・メディアワークス電撃文庫	030点
0924	2017年	国内篇	26位	『海王星市から来た男/縹渺譚』	今日泊亜蘭		創元SF文庫	026点
0925	2017年	国内篇	27位	『里山奇談』	coco、日高トモキチ、玉川数		角川書店	025点
0926	2017年	国内篇	27位	『夢をのみ 日本SFの金字塔・光瀬龍』	立川ゆかり		ツーワンライフ	025点
0927	2017年	国内篇	29位	『回遊人』	吉村萬壱		徳間書店	024点
0928	2017年	国内篇	30位	『R帝国』	中村文則		中央公論新社	023点
0929	2017年	国内篇	30位	『たゆたいエマノン』	梶尾真治		徳間書店	023点
0930	2017年	海外篇	01位	『隣接界』	クリストファー・プリースト	古沢嘉通、幹遙子訳	新☆ハヤカワ・SF・シリーズ	283点
0931	2017年	海外篇	02位	『母の記憶に』	ケン・リュウ	古沢嘉通、幹遙子、市田泉訳	新☆ハヤカワ・SF・シリーズ	220点
0932	2017年	海外篇	03位	『エコープラクシア 反響動作(上・下)』	ピーター・ワッツ	嶋田洋一訳	創元SF文庫	171点
0933	2017年	海外篇	04位	『アロウズ・オブ・タイム』	グレッグ・イーガン	山岸真、中村融訳	新☆ハヤカワ・SF・シリーズ	161点
0934	2017年	海外篇	05位	『書架の探偵』	ジーン・ウルフ	酒井昭伸訳	新☆ハヤカワ・SF・シリーズ	160点
0935	2017年	海外篇	06位	『わたしの本当の子どもたち』	ジョー・ウォルトン	茂木健訳	創元SF文庫	155点
0936	2017年	海外篇	07位	『無限の書』	G・ウィロー・ウィルソン	鍛治靖子訳	創元海外SF叢書	149点
0937	2017年	海外篇	08位	『ゴッド・ガン』	バリントン・J・ベイリー	大森望、中村融訳	ハヤカワ文庫SF	147点
0938	2017年	海外篇	09位	『ジャック・グラス伝 宇宙的殺人者』	アダム・ロバーツ	内田昌之訳	新☆ハヤカワ・SF・シリーズ	142点
0939	2017年	海外篇	10位	『巨神計画』	シルヴァン・ヌーヴェル	佐田千織訳	創元SF文庫	134点
0940	2017年	海外篇	11位	『ヒトラーの描いた薔薇』	ハーラン・エリスン	伊藤典夫、小尾芙佐、深町眞理子訳	ハヤカワ文庫SF	129点
0941	2017年	海外篇	12位	『時間のないホテル』	ウィル・ワイルズ	茂木健訳	創元海外SF叢書	117点
0942	2017年	海外篇	13位	『爆発の三つの欠片』	チャイナ・ミエヴィル	日暮雅通、嶋田洋一、市田泉訳	新☆ハヤカワ・SF・シリーズ	095点
0943	2017年	海外篇	14位	『主の変容病院・挑発』	スタニスワフ・レム	関口時正訳	国書刊行会 スタニスワフ・レムコレクション	087点
0944	2017年	海外篇	15位	『猫SF傑作選 猫は宇宙で丸くなる』	シオドア・スタージョン、フリッツ・ライバー、他	中村融編	竹書房文庫	085点
0945	2017年	海外篇	15位	『ブルー・マーズ(上・下)』	キム・スタンリー・ロビンスン	大島豊訳	創元SF文庫	085点
0946	2017年	海外篇	17位	『三惑星の探求 人類補完機構全短篇3』	コードウェイナー・スミス	伊藤典夫、酒井昭伸訳	ハヤカワ文庫SF	082点
0947	2017年	海外篇	18位	『ソヴィエト・ファンタスチカの歴史』	ルスタム・カーツ	梅村博昭訳	共和国	071点
0948	2017年	海外篇	19位	『天界の眼 切れ者キューゲルの冒険』	ジャック・ヴァンス	中村融訳	国書刊行会《ジャック・ヴァンス・トレジャリー》	070点
0949	2017年	海外篇	20位	『スチーム・ガール』	エリザベス・ベア	赤尾秀子訳	創元SF文庫	063点
0950	2017年	海外篇	21位	『ネクサス(上・下)』	ラメズ・ナム	中原尚哉訳	ハヤカワ文庫S	062点
0951	2017年	海外篇	22位	『アメリカン・ウォー(上・下)』	オマル・エル゠アッカド	黒原敏行訳	新潮文庫	055点
0952	2017年	海外篇	22位	『J・G・バラード短編全集3 終着の浜辺』	J・G・バラード	柳下毅一郎監修 / 浅倉久志、他訳	東京創元社	055点
0953	2017年	海外篇	24位	《J・G・バラード短編全集》	J・G・バラード	柳下毅一郎監修 / 浅倉久志、他訳	東京創元社	052点
0954	2017年	海外篇	25位	『伊藤典夫翻訳SF傑作選 ボロゴーヴはミムジイ』	高橋良平編		ハヤカワ文庫SF	047点
0955	2017年	海外篇	26位	『迷宮の天使(上・下)』	ダリル・グレゴリイ	小野田和子訳	創元SF文庫	045点
0956	2017年	海外篇	27位	『火の書』	ステファン・グラビンスキ	芝田文乃訳	国書刊行会	043点
0957	2017年	海外篇	27位	『ピンポン』	パク・ミンギュ	斎藤真理子訳	白水社	043点
0958	2017年	海外篇	29位	『アレフ』	ホルヘ・ルイス・ボルヘス	鼓直訳	岩波文庫	037点
0959	2017年	海外篇	29位	『スペース・オペラ』	ジャック・ヴァンス	浅倉久志、白石朗訳	国書刊行会《ジャック・ヴァンス・トレジャリー》	037点
